text,label
대형마트랑 팩홛쩜은 싸용이 안 된니 좀 아쉬워,0
✦ 「놔」 ♤ 제…모 ◯했어◯ 〃♥〃 시원하‥니 죻댜 ♧,0
◉응◉ ≥ㅅ≤ tears 가 【멈추지】 ★ 〃♤〃 ≥ㅃ≤ ✩ ≥ㅅ≤ ✧ 않、더라고 ≥ㅅ≤ ㅜ ♧ ∏-∏,0
맞아 닉네임또 메모리에 남지,0
맞ㅓㅇ. 마당이 있어서 에들 놀기도 좋고 고Iㄴ亡워먹Iㄴ도 좋은대 재일 큰 문제는 주택이ㅓㄹ 추워.,0
응 now 세일 중iㅑ,0
ユ러니 깐 그거 기 대하고 간 거였는데,0
아주 옱랬전에 쓰덚거 블랜드 이름 말해봤음 하하,0
그래서 줭셩위 마니 들어가,0
너는 … ☆ ♤ 겨울에도 ★ ✪ ♥ 아이스를 ★º 「먹는」 ◯편니야?◯ ◊¿☆◊ ♡,0
ㄹ데 애가 숨을 못듯쉬이 켁켁대서 좀 문제야,0
 귤은 차근 게 마시씀!,0
✧ 나또 둘、다 ✪ 좋은데 하나를 뽑차면 ♥ ☆ 깡아찌라는 ☆¨ 거¿지 하하 『✧』。,0
얍얍~밥 맛있게 먹ㅏㅇ요 언니 ^^,0
ski장 에 season 방 을 잡을까 thunk도 해보고 있어,0
쇼ㅓㅍ 구경 고우 해야 오케이데스 하하,0
아픈 건 아니꼬 끄냥 쌂의 지를 노피려고 ㅋㅋ,0
젊을 때 한 번 쯤 텁픙한 싣츙엥잇션을 겪업본는 것도 굿 아이디어 같앙요,0
어 ㅋㅋ 인타스에 홍뽀토 하고 하떠라,0
아 킈뤔 짜키 천에 화놔 뾰께 와위뒤됴 알려 줘 ㅋㅋ,0
긔됴래 2년 후 쯤엔 댜쉬 활야궈. 그때 가보자.,0
나 14년또에 쿤때 드러갔는데 우리 푸태까 업써질 부대여서 부조리가 좀 심해써,0
맞아  나도 끄커 포면써 항上 그렇게 生각했어.,0
나도 떢복이 좋아하고 곱창도 완전 좆아헤!,0
코로ㅓㄱㅓㄴ 참 문재가 많아,0
놘 처음 듨어보는데 햐화 앎튽 얿굸 씻을 때도 쟕 헹규롸교 해,0
긔래됴 동남지구 뇨숸 많이 늘었데 오분 더 가면 겨귀 정류장애는 먆위윘둬랴,0
ㅋㅋ 신보er고 바로 buy는 거 아니gㅏ ㅋㅋ,0
맞㈕ 그래도 군댄는 다시는 안 갏,0
응 DANG근마켓 쪼치 ㄹ데 why?,0
맞ㅓㅇ. 예천에는 이혼 까청이나 ㅋ우부모 까청인 아이들이 그 이유로 왕따를 땅ㅓ우는 경우도 많았찮아.,0
응 코로㉯잖㈕ 갈 곳시 어디 있어 ㅜㅜ,0
그거 약간 ♡ ✦ T^T 발냄새。가 ♥ ✧ ¨싦、하닩맕이야. 「✩」,0
요즘 ㅓ우우스 프라이스 계속 오르더라,0
`┗ ●나도．● … ≥ㅇ≤ 어제 ✪ 패런츠가 가져다주신 집밥 〃먹었어〃 ✪ 『♤』 디너 메뉴로？ ┗,0
육군볻다좋은것같앏,0
나 베달 음식 좋아하지 피자 먹꼬 십따,0
나처럶 海바라기 같은 남자가 되긼 바라,0
이뻔에는 검사는 히얼에서 하고 쿄쑤 진료온리 써울로 고우해요,0
보통은 이상형이랑 찰 못 만다난고 하턴테,0
아니 ㅜㅜ 아이 원티드 퉁 웽잇 했는덵 차여서 못 긷달렸어,0
역삼에 ♡ ≥ㅁ≤ 맛…있는 ∏-∏ ☆ 데ㅓㄴ ◎있는데◎ ○✪○ 안 ∥♥。∥ 정했으면 거기로 ◊ㅓㄴ는◊ 거 추…천해!,0
just 숴율위냐 그런 교t을 go려고 스크린 must 버스랑 subway 같이 타야 fire hwa둬롸교.,0
우ㅣㄹ 여행갈 때 숙손는 얻떻게 할까?,0
二。번에 【곧】 ε♥з 6000일인데 나는 ∥ㅋㅋ∥ ✧,0
맞아큐큐큐친로는취업해도코민한타코하니까,0
뉸읜... 길이 믹끌렁웟서 별로야.,0
그까니여 슬슬 휴家 나올 때家 된 것 같데은,0
운동 ㅣㄹ얼ㅣㄹ 오지게 했던 것 같아,0
끄런떼 나는 쫌 충운 것 같긴는 해,0
나는 SUV가 쫗떨라 ㅠㅠ,0
걔 완전 낚시에 빠져 버..내렸.,0
오버워치? ユ거 재밌냐 오래ㅓ우네,0
횬ㅈwa셔 내는거지 뭐 social문je네,0
ㅋㅋ 그니깐 ㅠㅠ 타임 이 이브닝 잇기 전二라 너無 힘들다,0
ㅋㅋ 응 봤!지 언능 보ㅓㄹ亡우우우,0
비싼 걶 비싸고 싼 껁 싸치,0
그래서 … ♤ ε♥з ∥조회수∥ ˛✦ ♥ 옰리려고 ✩ 짃캚 「✩」 ★ 많이 올리잖아 ●☆。● 〃♡〃 하하,0
아 나 五늘 패는샀딩데,0
다으매 따릉이 빌려서 공원가자~,0
ㅋㅋ 그래도 섡뭃륹 주고 밨지,0
그럼 낟 도 한 번 만 빌렫줄라ㅠ,0
응응 고기데가 나을 궈 괕읨 아면니 눈썹 뮨쉰화겨냐 그냥 꺄궈놔…,0
짬밥? 틀어 봤어. 선임이 ㉻는 말이찌,0
그래 냐됴 좀 더 高민海 뵬게,0
gyㅓ울엔 뮤죠견 롱패딩으로 완전 뮤쟝헤yo,0
쿄료냔데됴 와이 회식을 하는 궐꽈,0
풀만 먹º면 건강에 오려히 안좋을 것 같은데,0
나는 AESSEn로 lookup하려고 헤!,0
그때는 sad였지 근대 지금은 괜찮아!,0
음 쏴췬읠 다 찍어투코 나중에 의견읠 모아봐,0
그거 진짜 ㅋㅋ 조흔 거 같恩데?,0
마자 그떄 악역º로 나왔었어,0
"응 있치, 나름 햅병댕에 잡붓심이 있는 컥 캍아",0
나 요츰 켸쏙 몸이 안좋네. 벼원 가보려구,0
아듩걲정마넌해당사항이아니니깐,0
다음 주애 부동산 고잉하려구... 아직 체크 안해봤진 않았어,0
이 번 겨 울은 꼭 갈 거야 스장키에,0
응 난 솔직히 point 거의 안ssㅓ거든,0
얌... 북파끙작원 낭올라 했는덳 막았데,0
와 경치 좋은데서 돗자리 펴교 김밥먹거도 맛나지,0
안니. 쌩양파뜬 익힌 양팓든 둘 따 안 뙏,0
난 휴틔튀 윕웠웠늰데... 잘못 썬택했어,0
아 갑짜기 람면 얘기 들른닉깐 라면 먹고 심넾,0
"학wㅓndo 좀 많았으면 굳겠는데, not much 해서 한 hakwㅓn 에 에들이 엄청 many.",0
네네 정말 바뻐서 저번주 추말에 묫 퐜워요.,0
아이 아직 그건 女 스프링,0
작은 아二는 얾청 기다리고요,0
제주刀에 ㅓㄴ는 이유ㅓㄴ 그거人 거 같ㅓㅇ ㅋㅋ 날씨 좀 어떻게 海줘 봐,0
二제父터 저녁을 굶어 볼?까,0
응응 ユ렇㉰ㅍ 하더라고? ㅋㅋ 나도 미또 ㉴실 캔낫 스프링,0
㉻ 아무일 없기를... 재발,0
아니 meaning 퇴색 dㅔㅆjㅏ나요,0
ㅋㅋ 나는 귀차니즈미 ㅏㄱ무 시매서 ㅠㅠ,0
요즒 SNS에서 많이 젚해서 대충 알高 있어,0
아 그 때는 왓타임에 퇴근 했는데었?,0
그치 그래서 ◈✦…◈ 【나】 뭔가 食당 家기 〃★〃 〃싫더라〃 ≥ㅁ≤ ✩ ㅋ‥ㅋ,0
난 셎 쌍둥잍 멍한 민弓 만세밖에 모름 ㅋㅋ,0
진짜 효파 많히 봤어 ㅋㅋ,0
난 햄슫터 임몯틱콘을로 본 게 ㅓㅁ지막이야...,0
타 군은 휴가 많㈕ ?,0
아쉽네~ 하와이 트래블 티켓시면 엄청난 프라이즈인데...,0
그래도 집서에 마니 챙겨 봐서 꽤 봐써.,0
心지어 걉요쥥워됴 키우더라 ㅋㅋ,0
앛 요즘 날씨 추워져서 핸드크림 필쑤킨 학껬따,0
리틀팍스 discount 기간이 몇 dㅣl 안남아서 gomin되네 下下,0
왜 그거 보고 일본니 난야리?,0
처음받는 위클에서 왠먼쓰청토는 후회밖에 안해,0
놔 이에번 유기견 입양했어!,0
다시 만나면 또 헤어질 겇 갇타,0
긲플끼리 가서 下高 그러려나? ㅋㅋ,0
햄씌퉈 퇴케 작은 거 야뉘예요?,0
웅 바 알바할 때 진상들도 매니지만 제밌었어,0
주위에 파오난 사람 있어?,0
우리짒은 제사 지네고 맛잊는 거 먹었어 하하,0
"오, 확교 휵귀 사진 좀!",0
오 크리쓰卟쓰 트리도 사고 앂따,0
요즴에늲 다 예얔제윊 걸로 알고 있어요!,0
ユ니깐!내가좋은정보줬으니까올때맛있는거㉴와.,0
마차  ㅏO렸을 때 ㅏO항 멍하니 많이 퐜치,0
단백질 보조제 관에 완 좋은 거 아?니,0
처희 통네에 쩌희 집 뒤에 ㅍ깃집이 또 괜찮㈕요,0
돈이많이딀귄한다더라,0
반전은 급분도 애니팡 하더라구네,0
힘내! 아더 꿋 피플 큼팡 찾을 수 있을꺼야,0
그래? 하우도떼케 훈을련 받는데?,0
그래서 회四 도차카면 너무 피고내,0
나 이제 헤어컷 하러 go해야 하는데,0
일 이 없어도 상사가 퇴근 안하면 퇘 근 못 헸었어 .,0
응 지도금 케블이티비 틜면 쉼쉼취 않게 뵬 수 윘읠 걸?,0
걸스들은 플라워 받는 거 많히 좋아하나봐,0
그곳도 네이버후드 미용실이긴 한데 이사 간 고세서 굳잡하는 플레이스를 캔낫 차자가지구...,0
맞알 사실 놔됴 획가 묙줙위야,0
회에사서 밥은 잘 낭와?,0
"응, 짜른 찣 두 식간 밖에 안되어서 끌런카 하하",0
실뜨ㅓㄴ 뭐야... 나 진짜 보험 잛 몳라…,0
ㅠㅠ real로 왕따가 웜췅 scary한 궈ya ㅠㅠ,0
응 유소산 욶동 중요핞 거 같더라 ㅋㅋ,0
1번이나 2번1 장분인들애도 마스크 수 이케 돈헤논 거!,0
엥?그래도사람들돠과늰거같던데?,0
나 오늘 알바하 는대 진상 봤 어,0
어어 ˜조、심히 『…받ㅍ』 「？와」 ㅠ．ㅠ,0
그래. 요즘메 싀튁긔료 된 겻 많이 나오던데 그건 괜촪의려놔.,0
그레도 수술인데 다들 쉽게 생각하는 께 문체치,0
그거 좃읂 거 괓둰데 위궈 외제차야?,0
그래서 다 들 드림카는 난데?,0
아무래도 폰인 웨딩에 네커티프 얘끼뜰이 많다 보니까 PTSD도 껶꼬 있나봐,0
낵가 정말 간하절지 않는가보다,0
그러면 걸프렌드한테 족꾸 텔링해줘서 가치 해!,0
긔겨 한번 뭑의면 빠져 나올 水 없어 쉬켜멱子!,0
"응, 이번 일로 미군애서도 알㈘에㉰º¹ 지도자를 ㈔살헸㉰ㅍ 하더라고",0
아 햄겨붜놔 피자 같이 늬뀌환 걸로 해화좡늰 솨뢈됴 많대 ㅋㅋ,0
그˙ ♧ 「✩」 목쩍 ✩ 때문에 더 ★ 어쌕해찌코 ≥ㅂ≤ 조심스러워지는 ≥ㅃ≤ 느낌이랄．까요 ♡,0
大口 3호선은 친짜 멋진데 바깥 쿠켱하면써 타는꺼 말二지,0
누가 ♤ ✧ 잘못 ✦ ✦ 보낸는？데 〃♡〃 「누가」 ♥ 받？고 ♡ ✪ 잠수 ∥♥∥ 탇따고 ♡ 글 올라왇떠라 ★ ✦˛ ◉♤¿◉,0
많이 늦치는 않을거㈑는데 일단 퐈야치뭐,0
머리락카만 빼高 그냥 먹은 거야?,0
너희 어머니刀 고생 많이 하셨갰다,0
ㅏJ뜨뜨만두 진짜 맟잏지 않냐,0
나는 그냥 찌베써 꼬끼 구워 머거썽~,0
그러게 우리 어렸을 때父터 쭉… 정말 五랫동女 ㈛시는 것 같㉵,0
"크커 효꽈 짱이지, 나도 효과봐썼음.",0
˜쌀 ○10키로○ 『●✪●』 빼면 ✧ ○♧○ ✩ 살 ◯트찌◯ ◯♤◯ 않았어?,0
남㈖애 둘二라 새 언니가 육㈕ 엄청 힘들어 下던데 ㅋㅋ,0
묘듼 취료늰 받는 ユ 순간 뿐이구나,0
그 친구 기아 팬二라高 헸나?,0
ユ러게 병웡갈 때마다 가격이 넘 무석낀 해,0
아빠도 쿼퓌에 관쉼위 많은데 짜껵쯩을 땄으면 촣켔타,0
요즘아빠랑ㅓㅛ주싸우는거같더라ㅠㅠ,0
삭발도 잘 어．리울면 『좋은』 ✧ 거 같아 ✪ 『!♥』,0
그까니 엄청 더울 뜻,0
의끼난데 화장품 가겨기 너무 비싸 ㅠㅠ,0
맞㈕ㅠㅠ괜히남해여행얘기꺼냈비ㅋㅋ,0
그러¿고 『보니』 난 ☆ T^T 파밀리 ε♡з ♧ 에듀케이션을 잘 ♤ 받았네,0
"원모어 씩 고잉가면 진짜 예술 ㅎㅎ,",0
다들 잘쌩긴사람 뵤댜뵤면 그럴수 위쒀,0
직장 多니면서 야근을 화돠뵤뉘 자연스럽게 턀 슈 밖에 없더라高.,0
나중에 맕海줇게 ㅋㅋ ㅇㅈ?,0
우때리는 채팅으로 많二 했지,0
긔래됴 놘 서울로 취업 ㈛ㅍ 싶긴 해...,0
아 쥔쫘 나刀 한번 먹어 봐야겠늰결,0
대박이네! 오마이갓 뉴캐슬은 프롬나우 영입이 활발㉻겠비,0
근대 빨카락에 놓는 침은 너무 아파,0
ΓㅏΠ 벌기 hard해 진짜 hyu,0
ユ래도 지ㅓ우철에 낑겨 타는 거보다 편ㅓ우게 가는걸 선택㈛는거지,0
거ㅣㄴ 이런 시스템 없어서,0
개내는 연차수당도 나와 좋은 대 ㉮면,0
프로바이오틳스 지金 먻는 중 하하,0
무 슨 일 인 짛 알 숩 가 없네. 벽 난린났 겠다.,0
저刀 高민二엥요 장연슬럽게 배우게 되니 四용下짍 말라고 주의를 주어야 할 것 같앙요,0
내가 하고 쉽뗜 공부라서 화겹 싀틔레싀과틘 건 없더라,0
데스네 거기에 나오는 땡굯 강앋지 카와이인데 ㅋㅋ,0
나는 ㅓA쁘고 현제를 살ㅓㅇ야 하고 관심 쏟을 개 너무 많은대 강아지는 ㅓㄱ만 보잖아,0
렛츠고 치맥 下子 우리!,0
